,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1478649552290783233,1478496036196782083,1641372499000.0,2022-01-05 08:48:19,+0000,,@ahmadskma Klitih apa bgl,in,[],[],260570093,260570093,afni_zp,Afni Zulaika Pratiwi,3,08,https://twitter.com/afni_zp/status/1478649552290783233,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'ahmadskma', 'name': 'Demigod', 'id': '194101702'}]",,,,
11,1478649451518390272,1478496036196782083,1641372475000.0,2022-01-05 08:47:55,+0000,,@afni_zp Tapi ada klitih,in,[],[],194101702,194101702,ahmadskma,Demigod,3,08,https://twitter.com/ahmadskma/status/1478649451518390272,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'afni_zp', 'name': 'Afni Zulaika Pratiwi', 'id': '260570093'}]",,,,
12,1478648766273966080,1478641744845541377,1641372312000.0,2022-01-05 08:45:12,+0000,,@gentsemane klo gini baru bukan template,in,[],[],1317718973195038722,1317718973195038722,fajartujuhbelas,Klitih Me Inside,3,08,https://twitter.com/fajartujuhbelas/status/1478648766273966080,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'gentsemane', 'name': 'ܓܕܣܡܢ', 'id': '1648959325'}]",,,,
13,1478648311636582401,1477867851772207108,1641372204000.0,2022-01-05 08:43:24,+0000,,"@Upil_Jarann Cocok, Danais dinggo iki yo rapopo lah. mengingat klitih kan kearifan lokal yang meningkatkan kreativitas generasi muda. Kudu diuri-uri, ojo nganti mati. Korbane mati rapopo. Logikane ngono.",in,[],[],1441752383063691271,1441752383063691271,tempatberkesah,Umpanlambung,3,08,https://twitter.com/tempatberkesah/status/1478648311636582401,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
14,1478648206342844416,1478265146241794049,1641372179000.0,2022-01-05 08:42:59,+0000,,"@adisenyum @mystruggletxt @berlyannn @wanksenn @rinimahmud_ @Upil_Jarann ""Salah mengambil sikap dan mengarah pada tindakan negatif"". Berarti beliau juga tidak membenarkan klitih. Orang-orang emang pada males baca deh.",in,[],[],1076095928421867522,1076095928421867522,hide_ur_face,MX ⋈,3,08,https://twitter.com/hide_ur_face/status/1478648206342844416,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'adisenyum', 'name': 'Mas Adi', 'id': '1134031854611288064'}, {'screen_name': 'mystruggletxt', 'name': 'the antagonist male', 'id': '1358814977453268992'}, {'screen_name': 'berlyannn', 'name': 'Ber', 'id': '1206871908'}, {'screen_name': 'wanksenn', 'name': 'Sen', 'id': '1192797147541864450'}, {'screen_name': 'rinimahmud_', 'name': 'Rini Mahmudah', 'id': '52620030'}, {'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
15,1478647440311869440,1478647440311869440,1641371996000.0,2022-01-05 08:39:56,+0000,,Siang ini saya mengunjungi korban Klitih. Saya sampaikan komitmen saya untuk memberantas klithih di Sleman. Tadi pagi saya panggil OPD untuk gerak cepat tangani klitih. Segera mencari akar persoalannya sehingga pemberantasan bisa dilakukan secara efektif dan berkelanjutan.  https://t.co/3KXdNieYuH,in,[],[],1276174488531464193,1276174488531464193,KustiniKSP,Kustini Sri Purnomo,3,08,https://twitter.com/KustiniKSP/status/1478647440311869440,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1478647398666620930/pu/img/MjPjcjA69BkxUWOA.jpg,False,6,2,2,,klitih,,,,,,,[],,,,
16,1478647387614633985,1478645047864160257,1641371983000.0,2022-01-05 08:39:43,+0000,,"@Mas_Aker @hariankompas Katanya yang penting gak pakai istilah klitih, Mas 🤣🤣",in,[],[],60783000,60783000,harisfirdaus,Haris Firdaus,3,08,https://twitter.com/harisfirdaus/status/1478647387614633985,[],[],0,,False,1,1,0,,klitih,,,,,,,"[{'screen_name': 'Mas_Aker', 'name': 'Kirnadi', 'id': '100785711'}, {'screen_name': 'hariankompas', 'name': 'Harian Kompas', 'id': '255866913'}]",,,,
17,1478646661781987328,1478646661781987328,1641371810000.0,2022-01-05 08:36:50,+0000,,Maksudnya korban korban klitih itu karya seni?,in,[],[],1472559290271498245,1472559290271498245,PlanetNomor1,Lolcifer,3,08,https://twitter.com/PlanetNomor1/status/1478646661781987328,[],[],0,,False,0,0,0,https://twitter.com/Upil_Jarann/status/1478265146241794049,klitih,,,,,,,[],,,,
18,1478646569809309698,1478265146241794049,1641371788000.0,2022-01-05 08:36:28,+0000,,@Upil_Jarann Kalo anak pejabat kena klitih berarti korban kreativitas?,in,[],[],45333757,45333757,diyansetyaji,𝐃𝐢𝐲𝐚𝐧 𝐒𝐞𝐭𝐲𝐚𝐣𝐢 🎗,3,08,https://twitter.com/diyansetyaji/status/1478646569809309698,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
19,1478646470592978944,1478635904201728008,1641371765000.0,2022-01-05 08:36:05,+0000,,@Askrlfess Orang kek gini HALAL untuk di Klitih,in,[],[],530876138,530876138,hellofuckyou_,Breakdown,3,08,https://twitter.com/hellofuckyou_/status/1478646470592978944,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Askrlfess', 'name': 'Askrlfess', 'id': '1197225394866282496'}]",,,,
20,1478645372939501572,1478439757403209729,1641371503000.0,2022-01-05 08:31:43,+0000,,@Si_Black99 @harrydewann Koyo klitih malahan bang🤣,in,[],[],1253026148264468480,1253026148264468480,GANGGUAN_OCD,𝙅𝙃𝙊𝙉,3,08,https://twitter.com/GANGGUAN_OCD/status/1478645372939501572,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'Si_Black99', 'name': 'bassilius.abp', 'id': '922013362602381312'}, {'screen_name': 'harrydewann', 'name': '___', 'id': '1150347045183508480'}]",,,,
21,1478645094572244995,1478265146241794049,1641371437000.0,2022-01-05 08:30:37,+0000,,"@Upil_Jarann Bagusnya, bapak bupati  yg di klitih.. biar dia tau rasa",in,[],[],1403706623013449728,1403706623013449728,Logan34894421,Logan,3,08,https://twitter.com/Logan34894421/status/1478645094572244995,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
22,1478644959376855044,1478644959376855044,1641371404000.0,2022-01-05 08:30:04,+0000,,"Atasi Klitih, DIY Rancang Pusat Kreativitas dan juga Krisis Anak  https://t.co/oQOO8M7Xm0 #Terbaru #anak #atasi #berita",in,"['terbaru', 'anak', 'atasi', 'berita']",[],2508650070,2508650070,idnlike_com,IDN Like,3,08,https://twitter.com/idnlike_com/status/1478644959376855044,['http://dlvr.it/SGYYsY'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
23,1478644619646685184,1478640315279966208,1641371323000.0,2022-01-05 08:28:43,+0000,,@astriedmo Gagal night ride karena mager❌ Gagal night ride karena klitih✅,tl,[],[],1253578333,1253578333,jiyaaaaannnnn,jj,3,08,https://twitter.com/jiyaaaaannnnn/status/1478644619646685184,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'astriedmo', 'name': 'Unamed', 'id': '1159697160113278976'}]",,,,
24,1478644609001476097,1478265146241794049,1641371321000.0,2022-01-05 08:28:41,+0000,,@rinimahmud_ @Upil_Jarann Mungkin anak bunda seekor klitih?,in,[],[],1136159899614736384,1136159899614736384,rizkijuliansy_,pingin gemuk,3,08,https://twitter.com/rizkijuliansy_/status/1478644609001476097,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'rinimahmud_', 'name': 'Rini Mahmudah', 'id': '52620030'}, {'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
25,1478644072164200449,1478644072164200449,1641371193000.0,2022-01-05 08:26:33,+0000,,Pendidikan Khas Kejogjaan Jadi Upaya Cegah Klitih  https://t.co/dse9eEZ8Tj,in,[],[],541613750,541613750,TuguJogja_id,Tugu Jogja,3,08,https://twitter.com/TuguJogja_id/status/1478644072164200449,['https://kumparan.com/tugujogja/pendidikan-khas-kejogjaan-jadi-upaya-cegah-klitih-1xFU5zkf0ha'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
26,1478643885832228866,1478643885832228866,1641371148000.0,2022-01-05 08:25:48,+0000,,"Ramai Kasus Klitih, Ini Kata Kepala Lapas Anak Jogja  https://t.co/Lf3wwZH9i6",in,[],[],541613750,541613750,TuguJogja_id,Tugu Jogja,3,08,https://twitter.com/TuguJogja_id/status/1478643885832228866,['https://kumparan.com/tugujogja/ramai-kasus-klitih-ini-kata-kepala-lapas-anak-jogja-1xFP9Uo7Ujb'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
27,1478642686747811840,1478642686747811840,1641370863000.0,2022-01-05 08:21:03,+0000,,"Bupati Sleman soal Pelaku Klitih: Bukan Kenakalan Anak, Tapi Kreativitas  https://t.co/AGNDOtXvIK",in,[],[],541613750,541613750,TuguJogja_id,Tugu Jogja,3,08,https://twitter.com/TuguJogja_id/status/1478642686747811840,['https://kumparan.com/tugujogja/bupati-sleman-soal-pelaku-klitih-bukan-kenakalan-anak-tapi-kreativitas-1xFKhlW2wBv'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
28,1478642645186772996,1478642645186772996,1641370853000.0,2022-01-05 08:20:53,+0000,,"Apa yang lebih goblok dari orang bilang ""klitih itu batas wajar""? Para adopter spirit doll seharga UMR Jogja  https://t.co/frYQPpmlLJ",in,[],[],812287529705619456,812287529705619456,prabu_yudianto,NARACELA,3,08,https://twitter.com/prabu_yudianto/status/1478642645186772996,['https://mojok.co/terminal/spirit-doll-adalah-bukti-malasnya-masyarakat-pahami-urusan-gaib/'],[],0,,False,4,1,1,,klitih,,,,,,,[],,,,
29,1478642531277553664,1478641670069518341,1641370825000.0,2022-01-05 08:20:25,+0000,,@marbotmusholla tar pada dicolong oon,in,[],[],1317718973195038722,1317718973195038722,fajartujuhbelas,Klitih Me Inside,3,08,https://twitter.com/fajartujuhbelas/status/1478642531277553664,[],[],0,,False,1,1,0,,klitih,,,,,,,"[{'screen_name': 'marbotmusholla', 'name': 'San 👺', 'id': '720840819876311040'}]",,,,
30,1478642156118020099,1478265146241794049,1641370736000.0,2022-01-05 08:18:56,+0000,,@Upil_Jarann Pelaku klitih adalah remaja2 gabut yang caper karena kurangnya ruang untuk mengekspresikan diri ke hal positif,in,[],[],160529742,160529742,cicieka,emaknya pororo,3,08,https://twitter.com/cicieka/status/1478642156118020099,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
31,1478641067696087044,1478641067696087044,1641370477000.0,2022-01-05 08:14:37,+0000,,Klitih sebagai pengalaman empiris dalam penciptan seni grafis. Jadi judul TA asik juga kayanya,in,[],[],907428847,907428847,gilanggl_,Gilang,3,08,https://twitter.com/gilanggl_/status/1478641067696087044,[],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
32,1478640936578019329,1478640936578019329,1641370445000.0,2022-01-05 08:14:05,+0000,,"Selain itu, sekolah juga perlu menekankan pendidikan karakter untuk cegah anak jadi pelaku klitih. #publisherstory  https://t.co/Cv6WFCTDTJ",in,['publisherstory'],[],759692754985242625,759692754985242625,kumparan,kumparan,3,08,https://twitter.com/kumparan/status/1478640936578019329,['https://kumparan.com/tugujogja/pendidikan-khas-kejogjaan-jadi-upaya-cegah-klitih-1xFU5zkf0ha?utm_medium=post&utm_source=Twitter&utm_campaign=int'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
33,1478640892500004867,1478640892500004867,1641370435000.0,2022-01-05 08:13:55,+0000,,"tau gak sih, awalnya aku kira klitih itu semacam kuyangnya jogja 😭",in,[],[],912291529061933056,912291529061933056,badutnich,Ey,3,08,https://twitter.com/badutnich/status/1478640892500004867,[],[],0,,False,0,0,0,https://twitter.com/plumbinq/status/1477868116075945984,klitih,,,,,,,[],,,,
34,1478640789085323264,1478640789085323264,1641370410000.0,2022-01-05 08:13:30,+0000,,"Klitih di Jogja nggak akan pernah dihindari. Percayalah, mau nggak mau. Siap pasang badan aja kalo di jalan dan banyak berdoa. Soalnya pemangku jabatannya semua bener2 nganggap remeh. Aparat juga terbatas.",in,[],[],50345682,50345682,yogawat,Eldesson Yoga 🔰,3,08,https://twitter.com/yogawat/status/1478640789085323264,[],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
35,1478640464412569602,1478265146241794049,1641370333000.0,2022-01-05 08:12:13,+0000,,@Upil_Jarann Kan enek Kampung Tangguh ki enek Tugu Kampung klitih asli Sleman,in,[],[],2930417744,2930417744,ab_dtt,absetiawan🛃,3,08,https://twitter.com/ab_dtt/status/1478640464412569602,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
36,1478640047758852096,1478640047758852096,1641370233000.0,2022-01-05 08:10:33,+0000,,Bupati Sleman Enggan Sebut Pelaku Klitih Anak Nakal  https://t.co/iSqlmDmHDO,in,[],[],1289786144389918720,1289786144389918720,KJoglosemar,Kabar Joglosemar,3,08,https://twitter.com/KJoglosemar/status/1478640047758852096,['https://kabarjoglosemar.pikiran-rakyat.com/news/pr-733397977/bupati-sleman-enggan-sebut-pelaku-klitih-anak-nakal'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
37,1478639628789817345,1478639628789817345,1641370133000.0,2022-01-05 08:08:53,+0000,,Ayo sp lg yg mau klitih biar jd anak kreatif,in,[],[],1099094022147080192,1099094022147080192,lovemel0ve,meeeeeee,3,08,https://twitter.com/lovemel0ve/status/1478639628789817345,[],[],0,,False,0,0,0,https://twitter.com/Upil_Jarann/status/1478265146241794049,klitih,,,,,,,[],,,,
38,1478639109950246914,1478386292912271366,1641370010000.0,2022-01-05 08:06:50,+0000,,@hanifdhz @Saktiaoktavni Heh inget klitih itu kreatif jgn di takuti,in,[],[],963668397442715651,963668397442715651,sun_atuh,Sun atuh sun,3,08,https://twitter.com/sun_atuh/status/1478639109950246914,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'hanifdhz', 'name': 'h-nip nya marhsa 😼', 'id': '1006355509648035841'}, {'screen_name': 'Saktiaoktavni', 'name': 'Saktia Oktapyani', 'id': '886605128'}]",,,,
39,1478638853791571971,1478638853791571971,1641369949000.0,2022-01-05 08:05:49,+0000,,"Mengenal Klitih, Aksi Remaja Jogja Pencari Jati Diri  https://t.co/e5U2UUADoE",in,[],[],1432590706191659009,1432590706191659009,volkpop,Volkpop Media,3,08,https://twitter.com/volkpop/status/1478638853791571971,['https://ift.tt/3eQBoXc'],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
40,1478638796090478594,1478572200554754048,1641369935000.0,2022-01-05 08:05:35,+0000,,@merapi_uncover @KustiniKSP Ben dadi anak2 kreative bu nak melu klitih,in,[],[],1451104676334616577,1451104676334616577,SanjayaNopinda,nopinda sanjaya,3,08,https://twitter.com/SanjayaNopinda/status/1478638796090478594,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'merapi_uncover', 'name': 'IG: Merapi_Uncover', 'id': '1279804428724211712'}, {'screen_name': 'KustiniKSP', 'name': 'Kustini Sri Purnomo', 'id': '1276174488531464193'}]",,,,
41,1478637706007564289,1478265146241794049,1641369675000.0,2022-01-05 08:01:15,+0000,,"@Upil_Jarann Nek neng podcast e yusril ro mukti neng noice, bocah2 iki gur kurang media nggo ber-ekspresi. Neng po raono media liyane selain klitih juhhhh",in,[],[],554285954,554285954,christ_davinLA,Davin LA,3,08,https://twitter.com/christ_davinLA/status/1478637706007564289,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}]",,,,
42,1478637458686283777,1478613308848570374,1641369616000.0,2022-01-05 08:00:16,+0000,,"@samidiiii sini ngabb, kebetulan kalo ada klitih dana ditanggung pemerintah loh. penak kann???",in,[],[],1348579040,1348579040,justforfanz,sugacabe,3,08,https://twitter.com/justforfanz/status/1478637458686283777,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'samidiiii', 'name': 'sa mid', 'id': '2883271770'}]",,,,
43,1478637025796317185,1478636212118122496,1641369513000.0,2022-01-05 07:58:33,+0000,,@txtdarisinefil best movie director according to your book dong min,en,[],[],1317718973195038722,1317718973195038722,fajartujuhbelas,Klitih Me Inside,3,07,https://twitter.com/fajartujuhbelas/status/1478637025796317185,[],[],0,,False,1,1,0,,klitih,,,,,,,"[{'screen_name': 'txtdarisinefil', 'name': 'CEO of Cinema', 'id': '1231131155094654976'}]",,,,
44,1478636405169426437,1478386292912271366,1641369365000.0,2022-01-05 07:56:05,+0000,,"@Saktiaoktavni Kok gk jadi kak? Kalo kata ibu bupati klitih itu anak kreatif, jadi harus di dukung kreatifitas mereka",in,[],[],963668397442715651,963668397442715651,sun_atuh,Sun atuh sun,3,07,https://twitter.com/sun_atuh/status/1478636405169426437,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Saktiaoktavni', 'name': 'Saktia Oktapyani', 'id': '886605128'}]",,,,
45,1478635343876292608,1478529568902320131,1641369112000.0,2022-01-05 07:51:52,+0000,,@kumparan Kzl bgt i sebagai ex korban klitih bacanya.,in,[],[],77199059,77199059,dmustok,dimas,3,07,https://twitter.com/dmustok/status/1478635343876292608,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'kumparan', 'name': 'kumparan', 'id': '759692754985242625'}]",,,,
46,1478633923219386370,1478633923219386370,1641368773000.0,2022-01-05 07:46:13,+0000,,awas klitih,in,[],[],1318215955823030273,1318215955823030273,kim_eotteoke,paw,3,07,https://twitter.com/kim_eotteoke/status/1478633923219386370,[],[],0,,False,0,0,0,https://twitter.com/girlgrouparea/status/1478624544457838592,klitih,,,,,,,[],,,,
47,1478633102779961346,1478626271718346753,1641368578000.0,2022-01-05 07:42:58,+0000,,@avocuddleer Klitih,in,[],[],1220212319117950978,1220212319117950978,psngrx,데데,3,07,https://twitter.com/psngrx/status/1478633102779961346,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'avocuddleer', 'name': 'aneel 🥑', 'id': '1255118367632965633'}]",,,,
48,1478630979241594880,1478630979241594880,1641368071000.0,2022-01-05 07:34:31,+0000,,"Nek liwat Ng dalan jam 3 esuk gowo motor skupi po klx kui bapakku gek mangkat Ng pasar,Ojo mbok kiro klitih Yo 🙏😥",in,[],[],1443373175442608131,1443373175442608131,rabbanixal,rabbanixal,3,07,https://twitter.com/rabbanixal/status/1478630979241594880,[],[],0,,False,1,0,0,,klitih,,,,,,,[],,,,
49,1478630731601612800,1478588131418906626,1641368012000.0,2022-01-05 07:33:32,+0000,,@Husnie_wiranata @infomalang @yusufgunawan Yaa semoga Malang gak ada Klitih 🤣🤭,in,[],[],1264880668997124096,1264880668997124096,taufikherma,𝙏𝙖𝙪𝙛𝙞𝙠 𝙃𝙚𝙧𝙢𝙖𝙬𝙖𝙣,3,07,https://twitter.com/taufikherma/status/1478630731601612800,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Husnie_wiranata', 'name': 'Husnie Wiranata', 'id': '569044992'}, {'screen_name': 'infomalang', 'name': 'cek #vaksinmalang', 'id': '107412668'}, {'screen_name': 'yusufgunawan', 'name': 'Yusuf Gunawan', 'id': '78619866'}]",,,,
50,1478630461530587139,1478265146241794049,1641367948000.0,2022-01-05 07:32:28,+0000,,"@wislahmumet @megumt_ @Upil_Jarann @sclenophiles Saya sungguh kecewa, kalian merusak citra klitih",in,[],[],1185228475294109696,1185228475294109696,SiskaFvm,Bodoamat,3,07,https://twitter.com/SiskaFvm/status/1478630461530587139,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'wislahmumet', 'name': 'MbuhLah', 'id': '3167222930'}, {'screen_name': 'megumt_', 'name': 'yuri_', 'id': '803338769483071488'}, {'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}, {'screen_name': 'sclenophiles', 'name': '️️ ️️️️️️d', 'id': '1068177303320973313'}]",,,,
51,1478630306458390529,1478588131418906626,1641367911000.0,2022-01-05 07:31:51,+0000,,@Husnie_wiranata @infomalang @yusufgunawan Kurang klitih e tok se iki,in,[],[],1295418397786697728,1295418397786697728,beendisappear,"I feel ur loneliness, so I",3,07,https://twitter.com/beendisappear/status/1478630306458390529,[],[],0,,False,1,0,0,,klitih,,,,,,,"[{'screen_name': 'Husnie_wiranata', 'name': 'Husnie Wiranata', 'id': '569044992'}, {'screen_name': 'infomalang', 'name': 'cek #vaksinmalang', 'id': '107412668'}, {'screen_name': 'yusufgunawan', 'name': 'Yusuf Gunawan', 'id': '78619866'}]",,,,
52,1478629916665016321,1478629916665016321,1641367818000.0,2022-01-05 07:30:18,+0000,,Loker buat klitih silahkan,in,[],[],1028590491258904576,1028590491258904576,Eeriedonkey,me-Retweet Retweeted Retweeted me-Retweet,3,07,https://twitter.com/Eeriedonkey/status/1478629916665016321,[],[],0,,False,0,0,0,https://twitter.com/rinimahmud_/status/1478270594613657602,klitih,,,,,,,[],,,,
